-3.00	-3.00	3.00	1.00	0.00	0.00
-3.00	-2.96	3.00	1.00	0.00	0.00
-3.00	-2.92	3.00	1.00	0.00	0.00
-3.00	-2.88	3.00	1.00	0.00	0.00
-3.00	-2.84	3.00	1.00	0.00	0.00
-3.00	-2.80	3.00	1.00	0.00	0.00
-3.00	-2.76	3.00	1.00	0.00	0.00
-3.00	-2.72	3.00	1.00	0.00	0.00
-3.00	-2.68	3.00	1.00	0.00	0.00
-3.00	-2.64	3.00	1.00	0.00	0.00
-3.00	-2.60	3.00	1.00	0.00	0.00
-3.00	-2.56	3.00	1.00	0.00	0.00
-3.00	-2.52	3.00	1.00	0.00	0.00
-3.00	-2.48	3.00	1.00	0.00	0.00
-3.00	-2.44	3.00	1.00	0.00	0.00
-3.00	-2.40	3.00	1.00	0.00	0.00
-3.00	-2.36	3.00	1.00	0.00	0.00
-3.00	-2.32	3.00	1.00	0.00	0.00
-3.00	-2.28	3.00	1.00	0.00	0.00
-3.00	-2.23	3.00	1.00	0.00	0.00
-3.00	-2.19	3.00	1.00	0.00	0.00
-3.00	-2.15	3.00	1.00	0.00	0.00
-3.00	-2.11	3.00	1.00	0.00	0.00
-3.00	-2.07	3.00	1.00	0.00	0.00
-3.00	-2.03	3.00	1.00	0.00	0.00
-3.00	-1.99	3.00	1.00	0.00	0.00
-3.00	-1.95	3.00	1.00	0.00	0.00
-3.00	-1.91	3.00	1.00	0.00	0.00
-3.00	-1.87	3.00	1.00	0.00	0.00
-3.00	-1.83	3.00	1.00	0.00	0.00
-3.00	-1.79	3.00	1.00	0.00	0.00
-3.00	-1.75	3.00	1.00	0.00	0.00
-3.00	-1.71	3.00	1.00	0.00	0.00
-3.00	-1.67	3.00	1.00	0.00	0.00
-3.00	-1.63	3.00	1.00	0.00	0.00
-3.00	-1.59	3.00	1.00	0.00	0.00
-3.00	-1.55	3.00	1.00	0.00	0.00
-3.00	-1.51	3.00	1.00	0.00	0.00
-3.00	-1.47	3.00	1.00	0.00	0.00
-3.00	-1.43	3.00	1.00	0.00	0.00
-3.00	-1.39	3.00	1.00	0.00	0.00
-3.00	-1.35	3.00	1.00	0.00	0.00
-3.00	-1.31	3.00	1.00	0.00	0.00
-3.00	-1.27	3.00	1.00	0.00	0.00
-3.00	-1.23	3.00	1.00	0.00	0.00
-3.00	-1.19	3.00	1.00	0.00	0.00
-3.00	-1.15	3.00	1.00	0.00	0.00
-3.00	-1.11	3.00	1.00	0.00	0.00
-3.00	-1.07	3.00	1.00	0.00	0.00
-3.00	-0.95	3.00	1.00	0.00	0.00
-3.00	-0.91	3.00	1.00	0.00	0.00
-3.00	-0.87	3.00	1.00	0.00	0.00
-3.00	-0.83	3.00	1.00	0.00	0.00
-3.00	-0.79	3.00	1.00	0.00	0.00
-3.00	-0.74	3.00	1.00	0.00	0.00
-3.00	-0.70	3.00	1.00	0.00	0.00
-3.00	-0.66	3.00	1.00	0.00	0.00
-3.00	-0.62	3.00	1.00	0.00	0.00
-3.00	-0.58	3.00	1.00	0.00	0.00
-3.00	-0.54	3.00	1.00	0.00	0.00
-3.00	-0.50	3.00	1.00	0.00	0.00
-3.00	-0.46	3.00	1.00	0.00	0.00
-3.00	-0.42	3.00	1.00	0.00	0.00
-3.00	-0.38	3.00	1.00	0.00	0.00
-3.00	-0.34	3.00	1.00	0.00	0.00
-3.00	-0.30	3.00	1.00	0.00	0.00
-3.00	-0.26	3.00	1.00	0.00	0.00
-3.00	-0.22	3.00	1.00	0.00	0.00
-3.00	-0.18	3.00	1.00	0.00	0.00
-3.00	-0.14	3.00	1.00	0.00	0.00
-3.00	-0.10	3.00	1.00	0.00	0.00
-3.00	-0.06	3.00	1.00	0.00	0.00
-3.00	-0.02	3.00	1.00	0.00	0.00
-3.00	0.02	3.00	1.00	0.00	0.00
-3.00	0.06	3.00	1.00	0.00	0.00
-3.00	0.10	3.00	1.00	0.00	0.00
-3.00	0.14	3.00	1.00	0.00	0.00
-3.00	0.18	3.00	1.00	0.00	0.00
-3.00	0.22	3.00	1.00	0.00	0.00
-3.00	0.26	3.00	1.00	0.00	0.00
-3.00	0.30	3.00	1.00	0.00	0.00
-3.00	0.34	3.00	1.00	0.00	0.00
-3.00	0.38	3.00	1.00	0.00	0.00
-3.00	0.42	3.00	1.00	0.00	0.00
-3.00	0.46	3.00	1.00	0.00	0.00
-3.00	0.50	3.00	1.00	0.00	0.00
-3.00	0.54	3.00	1.00	0.00	0.00
-3.00	0.58	3.00	1.00	0.00	0.00
-3.00	0.62	3.00	1.00	0.00	0.00
-3.00	0.66	3.00	1.00	0.00	0.00
-3.00	0.70	3.00	1.00	0.00	0.00
-3.00	0.74	3.00	1.00	0.00	0.00
-3.00	0.79	3.00	1.00	0.00	0.00
-3.00	0.83	3.00	1.00	0.00	0.00
-3.00	0.87	3.00	1.00	0.00	0.00
-3.00	0.91	3.00	1.00	0.00	0.00
-3.00	0.95	3.00	1.00	0.00	0.00
-3.00	1.07	3.00	1.00	0.00	0.00
